arm,policy_label,metric,policy,threshold,drop_truncated,conf,n_policies_reais,tp,fp,fn,precision,recall,f1,n_images,gt_total,pred_total,MAE,RMSE,MAPE,bias,bias_rel,R2,fit_r2,slope,intercept,latency_total_ms,latency_merge_ms,n_tiles,fold
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.17,24,2786,4261,696,0.3953455371079892,0.8001148765077541,0.5292050527115586,81,3482.0,7047.0,44.01234567901235,51.62244224375554,1.386756902343758,44.01234567901235,1.023836875358989,-12.33015281725362,0.028506785194604922,-0.24732928138380145,97.63210565158515,58.126500802114606,2.79119994957,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.18,24,2775,4155,707,0.4004329004329004,0.7969557725445147,0.5330388013830196,81,3482.0,6930.0,42.5679012345679,50.34154948884938,1.3495048680877155,42.5679012345679,0.9902354968408961,-11.67684533466704,0.03199636138778139,-0.2589049367505493,96.68527147858536,58.21979939378798,2.587100025266409,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.19,24,2758,4082,724,0.40321637426900586,0.7920735209649626,0.5343925595814765,81,3482.0,6840.0,41.45679012345679,49.33308308244836,1.3215487879726304,41.45679012345679,0.9643882825962091,-11.174035095209632,0.03427788964682377,-0.2649020456957418,95.83196201373545,57.950401035603136,2.5260999682359397,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.2,24,2739,3982,743,0.4075286415711948,0.7866168868466399,0.5369009114966187,81,3482.0,6721.0,39.98765432098765,48.039207238450196,1.282173613812097,39.98765432098765,0.9302125215393452,-10.543824029910828,0.03844543440637682,-0.2767262463861796,94.87112086316887,58.065699129831046,2.578900021035224,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.21,24,2724,3886,758,0.41210287443267773,0.7823090178058587,0.5398335315101069,81,3482.0,6610.0,38.617283950617285,46.89204834010628,1.246817586971263,38.617283950617285,0.8983342906375646,-9.999082059602083,0.040864362829774126,-0.2838509581955892,93.80702514119807,58.10259911976755,2.653000003192574,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.22,24,2708,3800,774,0.41610325752919486,0.7777139574956922,0.5421421421421422,81,3482.0,6508.0,37.358024691358025,45.662476152690864,1.2116854013940295,37.358024691358025,0.8690407811602527,-9.429823304097491,0.04327055756898757,-0.2851020713126835,92.6015483001329,57.65029901685193,2.3702000034973025,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.23,24,2692,3716,790,0.42009987515605496,0.7731188971855255,0.5443882709807887,81,3482.0,6408.0,36.123456790123456,44.60221995250189,1.1796251193566012,36.123456790123456,0.8403216542217117,-8.951097563950864,0.045096588285230665,-0.2885748441636049,91.51626675774905,58.24099964881316,2.74389999685809,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.24,24,2673,3651,809,0.42267552182163187,0.7676622630672028,0.5451764225984091,81,3482.0,6324.0,35.08641975308642,43.709478588957325,1.1528631579733168,35.08641975308642,0.8161975875933372,-8.556729326518413,0.049198029127227594,-0.2978404003561959,90.8775342474108,57.74020149651915,2.4556000134907663,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.25,24,2646,3556,836,0.42663656884875845,0.7599080987937966,0.5464684014869888,81,3482.0,6202.0,33.58024691358025,42.24882203047753,1.1107911684722662,33.58024691358025,0.781160252728317,-7.928679690644936,0.0485157736012366,-0.2881761042731481,88.95591598863089,57.91239903355017,2.5961999781429768,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.26,24,2629,3480,853,0.43034866590276644,0.7550258472142447,0.548222291731832,81,3482.0,6109.0,32.4320987654321,41.29015068039685,1.0795150222441643,32.4320987654321,0.7544514646754739,-7.528074185442257,0.04832700686767932,-0.28614733400831766,87.72055576564152,57.602000824641436,2.1992000401951373,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.27,24,2601,3405,881,0.43306693306693306,0.7469844916714532,0.5482715008431703,81,3482.0,6006.0,31.160493827160494,40.11434274454912,1.0427475342959915,31.160493827160494,0.7248707639287766,-7.049286690169193,0.04592224119633159,-0.2746776534881719,85.95589616599773,57.488199403043836,2.0672999671660364,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.28,24,2576,3319,906,0.436980491942324,0.7398047099368179,0.5494294550495894,81,3482.0,5895.0,29.790123456790123,38.99683431279715,1.006983576815399,29.790123456790123,0.6929925330269959,-6.607058229747368,0.04919515620228376,-0.28106130378032773,84.85994394769259,57.666301550809294,2.4488000199198723,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.29,24,2554,3243,928,0.4405727100224254,0.7334865020103389,0.5504903545640694,81,3482.0,5797.0,28.580246913580247,37.8266024360086,0.9716282908594249,28.580246913580247,0.6648477886272257,-6.157357399026556,0.047201994904772615,-0.2690320150773984,83.13295649999384,57.39900108613074,2.055999997537583,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.3,24,2526,3159,956,0.44432717678100264,0.7254451464675474,0.551107232464274,81,3482.0,5685.0,27.246913580246915,36.819714257781676,0.9368844936793153,27.19753086419753,0.6326823664560597,-5.781392189272601,0.050940320898353875,-0.2786276943532925,82.16273619429835,57.501600220799446,2.28020001668483,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.31,24,2503,3080,979,0.44832527315063586,0.718839747271683,0.5522338665195808,81,3482.0,5583.0,26.061728395061728,35.72062377622993,0.904792396061021,25.938271604938272,0.6033888569787479,-5.382577582736621,0.055001906494269726,-0.28259603303365427,81.07406650645906,57.33239846583456,1.9298000261187553,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.32,24,2481,3021,1001,0.4509269356597601,0.7125215393452039,0.5523152270703472,81,3482.0,5502.0,25.160493827160494,34.881457099477885,0.8788852604014432,24.938271604938272,0.5801263641585296,-5.086214730961123,0.057291354013171536,-0.2839546458152874,80.13247008307202,57.221501015126705,1.8276000046171248,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.33,24,2449,2944,1033,0.45410717596884853,0.7033314187248708,0.551887323943662,81,3482.0,5393.0,23.91358024691358,33.78636586729207,0.8430524810124731,23.59259259259259,0.5488225157955198,-4.710064255827854,0.054446544901788796,-0.27390990765702417,78.35499133903407,57.17449915409088,1.7973000067286193,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.34,24,2418,2881,1064,0.45631251179467824,0.694428489373923,0.5507345404851384,81,3482.0,5299.0,23.02469135802469,32.851142002435736,0.8158629903796266,22.432098765432098,0.5218265364732912,-4.398324377569318,0.05787712700233438,-0.2771310855483842,77.33296839357375,57.02459950838238,1.8859000410884619,6,0
C_tile640,iou-nms@0.3-keep,iou,nms,0.3,False,0.35,24,2383,2813,1099,0.4586220169361047,0.6843767949454337,0.5492048859184144,81,3482.0,5196.0,21.97530864197531,31.773892536382448,0.7857243109531427,21.160493827160494,0.4922458357265939,-4.050087219585981,0.06632514090684571,-0.28647288263781084,76.46294539931924,56.75249899085611,1.600799965672195,6,0
